landmarkID,url,actual_latitude,actual_longitude,noise_lat,noise_long
999001,/TrainingData/UoNDataset/Portland/1000.jpg,52.93827,-1.194443,52.93836,-1.19525
999001,/TrainingData/UoNDataset/Portland/1001.jpg,52.93827,-1.194443,52.937572,-1.1956394
999001,/TrainingData/UoNDataset/Portland/1002.jpg,52.93827,-1.194443,52.937614,-1.1930095
999001,/TrainingData/UoNDataset/Portland/1003.jpg,52.93827,-1.194443,52.938084,-1.1954592
999001,/TrainingData/UoNDataset/Portland/1004.jpg,52.93827,-1.194443,52.938232,-1.1945338
999001,/TrainingData/UoNDataset/Portland/1005.jpg,52.93827,-1.194443,52.93756,-1.1935774
999001,/TrainingData/UoNDataset/Portland/1006.jpg,52.93827,-1.194443,52.93835,-1.1933076
999001,/TrainingData/UoNDataset/Portland/1007.jpg,52.93827,-1.194443,52.9391,-1.1932127
999001,/TrainingData/UoNDataset/Portland/1008.jpg,52.93827,-1.194443,52.93784,-1.1953578
999001,/TrainingData/UoNDataset/Portland/1009.jpg,52.93827,-1.194443,52.939083,-1.1955012
999001,/TrainingData/UoNDataset/Portland/1010.jpg,52.93827,-1.194443,52.938435,-1.1935643
999001,/TrainingData/UoNDataset/Portland/1011.jpg,52.93827,-1.194443,52.937935,-1.1942397
999001,/TrainingData/UoNDataset/Portland/1012.jpg,52.93827,-1.194443,52.938705,-1.1932039
999001,/TrainingData/UoNDataset/Portland/1013.jpg,52.93827,-1.194443,52.937687,-1.1954455
999001,/TrainingData/UoNDataset/Portland/1014.jpg,52.93827,-1.194443,52.9376,-1.1932441
999001,/TrainingData/UoNDataset/Portland/1015.jpg,52.93827,-1.194443,52.93759,-1.1951233
999001,/TrainingData/UoNDataset/Portland/1016.jpg,52.93827,-1.194443,52.9381,-1.1947144
999001,/TrainingData/UoNDataset/Portland/1017.jpg,52.93827,-1.194443,52.939014,-1.1945838
999001,/TrainingData/UoNDataset/Portland/1018.jpg,52.93827,-1.194443,52.938046,-1.1937017
999001,/TrainingData/UoNDataset/Portland/1019.jpg,52.93827,-1.194443,52.93893,-1.1952635
999001,/TrainingData/UoNDataset/Portland/1020.jpg,52.93827,-1.194443,52.93779,-1.1942947
999001,/TrainingData/UoNDataset/Portland/1021.jpg,52.93827,-1.194443,52.938248,-1.1945515
999001,/TrainingData/UoNDataset/Portland/1022.jpg,52.93827,-1.194443,52.938046,-1.1942319
999001,/TrainingData/UoNDataset/Portland/1023.jpg,52.93827,-1.194443,52.939022,-1.1943196
999001,/TrainingData/UoNDataset/Portland/1024.jpg,52.93827,-1.194443,52.93743,-1.1936094
999001,/TrainingData/UoNDataset/Portland/1025.jpg,52.93827,-1.194443,52.93769,-1.1955352
999001,/TrainingData/UoNDataset/Portland/1026.jpg,52.93827,-1.194443,52.93758,-1.1949353
999001,/TrainingData/UoNDataset/Portland/1027.jpg,52.93827,-1.194443,52.93844,-1.1938434
999001,/TrainingData/UoNDataset/Portland/1028.jpg,52.93827,-1.194443,52.938812,-1.1934487
999001,/TrainingData/UoNDataset/Portland/1029.jpg,52.93827,-1.194443,52.939095,-1.1931292
999001,/TrainingData/UoNDataset/Portland/1030.jpg,52.93827,-1.194443,52.937756,-1.1945183
999001,/TrainingData/UoNDataset/Portland/1031.jpg,52.93827,-1.194443,52.938675,-1.1942445
999001,/TrainingData/UoNDataset/Portland/1032.jpg,52.93827,-1.194443,52.93804,-1.1937991
999001,/TrainingData/UoNDataset/Portland/1033.jpg,52.93827,-1.194443,52.9389,-1.1958491
999001,/TrainingData/UoNDataset/Portland/1034.jpg,52.93827,-1.194443,52.938984,-1.1941571
999001,/TrainingData/UoNDataset/Portland/1035.jpg,52.93827,-1.194443,52.937515,-1.1939617
999001,/TrainingData/UoNDataset/Portland/1036.jpg,52.93827,-1.194443,52.938976,-1.1947718
999001,/TrainingData/UoNDataset/Portland/1037.jpg,52.93827,-1.194443,52.938362,-1.1956054
999001,/TrainingData/UoNDataset/Portland/1038.jpg,52.93827,-1.194443,52.937687,-1.1949124
999001,/TrainingData/UoNDataset/Portland/1039.jpg,52.93827,-1.194443,52.93796,-1.195833
999001,/TrainingData/UoNDataset/Portland/1040.jpg,52.93827,-1.194443,52.93898,-1.195113
999001,/TrainingData/UoNDataset/Portland/1041.jpg,52.93827,-1.194443,52.937386,-1.1949784
999001,/TrainingData/UoNDataset/Portland/1042.jpg,52.93827,-1.194443,52.938206,-1.1952791
999001,/TrainingData/UoNDataset/Portland/1043.jpg,52.93827,-1.194443,52.937767,-1.1942506
999001,/TrainingData/UoNDataset/Portland/1044.jpg,52.93827,-1.194443,52.938564,-1.1945727
999001,/TrainingData/UoNDataset/Portland/1045.jpg,52.93827,-1.194443,52.93848,-1.1958058
999001,/TrainingData/UoNDataset/Portland/1046.jpg,52.93827,-1.194443,52.93866,-1.1947232
999001,/TrainingData/UoNDataset/Portland/1047.jpg,52.93827,-1.194443,52.93908,-1.1958579
999001,/TrainingData/UoNDataset/Portland/1048.jpg,52.93827,-1.194443,52.937798,-1.1946319
999001,/TrainingData/UoNDataset/Portland/1049.jpg,52.93827,-1.194443,52.9389,-1.1958809
999001,/TrainingData/UoNDataset/Portland/1050.jpg,52.93827,-1.194443,52.93738,-1.1944395
999001,/TrainingData/UoNDataset/Portland/1051.jpg,52.93827,-1.194443,52.93881,-1.1943343
999001,/TrainingData/UoNDataset/Portland/1052.jpg,52.93827,-1.194443,52.93742,-1.194757
999001,/TrainingData/UoNDataset/Portland/1053.jpg,52.93827,-1.194443,52.937664,-1.1938273
999001,/TrainingData/UoNDataset/Portland/1054.jpg,52.93827,-1.194443,52.9389,-1.1938396
999001,/TrainingData/UoNDataset/Portland/1055.jpg,52.93827,-1.194443,52.938225,-1.1949443
999001,/TrainingData/UoNDataset/Portland/1056.jpg,52.93827,-1.194443,52.937645,-1.1954647
999001,/TrainingData/UoNDataset/Portland/1057.jpg,52.93827,-1.194443,52.937725,-1.1930215
999001,/TrainingData/UoNDataset/Portland/1058.jpg,52.93827,-1.194443,52.937515,-1.1955401
999001,/TrainingData/UoNDataset/Portland/1059.jpg,52.93827,-1.194443,52.938683,-1.1932508
999001,/TrainingData/UoNDataset/Portland/1060.jpg,52.93827,-1.194443,52.93885,-1.194393
999001,/TrainingData/UoNDataset/Portland/1061.jpg,52.93827,-1.194443,52.938198,-1.1939801
999001,/TrainingData/UoNDataset/Portland/1062.jpg,52.93827,-1.194443,52.938923,-1.1932515
999001,/TrainingData/UoNDataset/Portland/1063.jpg,52.93827,-1.194443,52.937958,-1.1940446
999001,/TrainingData/UoNDataset/Portland/1064.jpg,52.93827,-1.194443,52.93879,-1.1956221
999001,/TrainingData/UoNDataset/Portland/1065.jpg,52.93827,-1.194443,52.9389,-1.1947489
999001,/TrainingData/UoNDataset/Portland/1066.jpg,52.93827,-1.194443,52.938564,-1.1958776
999001,/TrainingData/UoNDataset/Portland/1067.jpg,52.93827,-1.194443,52.93825,-1.1956352
999001,/TrainingData/UoNDataset/Portland/1068.jpg,52.93827,-1.194443,52.938484,-1.1936747
999001,/TrainingData/UoNDataset/Portland/1069.jpg,52.93827,-1.194443,52.93846,-1.194082
999001,/TrainingData/UoNDataset/Portland/1070.jpg,52.93827,-1.194443,52.937775,-1.1945168
999001,/TrainingData/UoNDataset/Portland/1071.jpg,52.93827,-1.194443,52.938595,-1.1931988
999001,/TrainingData/UoNDataset/Portland/1072.jpg,52.93827,-1.194443,52.939034,-1.1953151
999001,/TrainingData/UoNDataset/Portland/1073.jpg,52.93827,-1.194443,52.938404,-1.1930718
999001,/TrainingData/UoNDataset/Portland/1074.jpg,52.93827,-1.194443,52.938175,-1.1941667
999001,/TrainingData/UoNDataset/Portland/1075.jpg,52.93827,-1.194443,52.93843,-1.1958914
999001,/TrainingData/UoNDataset/Portland/1076.jpg,52.93827,-1.194443,52.93885,-1.1930804
999001,/TrainingData/UoNDataset/Portland/1077.jpg,52.93827,-1.194443,52.939003,-1.1935297
999001,/TrainingData/UoNDataset/Portland/1078.jpg,52.93827,-1.194443,52.938942,-1.1949452
999001,/TrainingData/UoNDataset/Portland/1079.jpg,52.93827,-1.194443,52.939102,-1.1937314
999001,/TrainingData/UoNDataset/Portland/1080.jpg,52.93827,-1.194443,52.939114,-1.1946692
999001,/TrainingData/UoNDataset/Portland/1081.jpg,52.93827,-1.194443,52.9386,-1.1958271
999001,/TrainingData/UoNDataset/Portland/1082.jpg,52.93827,-1.194443,52.938805,-1.1949962
999001,/TrainingData/UoNDataset/Portland/1083.jpg,52.93827,-1.194443,52.93763,-1.1933
999001,/TrainingData/UoNDataset/Portland/1084.jpg,52.93827,-1.194443,52.93759,-1.1936346
999001,/TrainingData/UoNDataset/Portland/1085.jpg,52.93827,-1.194443,52.93781,-1.1931655
999001,/TrainingData/UoNDataset/Portland/1086.jpg,52.93827,-1.194443,52.938297,-1.1953969
999001,/TrainingData/UoNDataset/Portland/1087.jpg,52.93827,-1.194443,52.93882,-1.1953504
999001,/TrainingData/UoNDataset/Portland/1088.jpg,52.93827,-1.194443,52.93896,-1.1948396
999001,/TrainingData/UoNDataset/Portland/1089.jpg,52.93827,-1.194443,52.938267,-1.1940204
999001,/TrainingData/UoNDataset/Portland/1090.jpg,52.93827,-1.194443,52.937443,-1.1949428
999001,/TrainingData/UoNDataset/Portland/1091.jpg,52.93827,-1.194443,52.93888,-1.1948721
999001,/TrainingData/UoNDataset/Portland/1092.jpg,52.93827,-1.194443,52.93817,-1.194484
999001,/TrainingData/UoNDataset/Portland/1093.jpg,52.93827,-1.194443,52.93873,-1.1949853
999001,/TrainingData/UoNDataset/Portland/1094.jpg,52.93827,-1.194443,52.93852,-1.1951127
999001,/TrainingData/UoNDataset/Portland/1095.jpg,52.93827,-1.194443,52.939045,-1.193772
999001,/TrainingData/UoNDataset/Portland/1096.jpg,52.93827,-1.194443,52.937943,-1.1938984
999001,/TrainingData/UoNDataset/Portland/1097.jpg,52.93827,-1.194443,52.937725,-1.1957271
999001,/TrainingData/UoNDataset/Portland/1098.jpg,52.93827,-1.194443,52.939156,-1.1944405
999001,/TrainingData/UoNDataset/Portland/1099.jpg,52.93827,-1.194443,52.938988,-1.1948049
999001,/TrainingData/UoNDataset/Portland/1100.jpg,52.93827,-1.194443,52.939045,-1.1951858
999001,/TrainingData/UoNDataset/Portland/1101.jpg,52.93827,-1.194443,52.938293,-1.1940849
999001,/TrainingData/UoNDataset/Portland/1102.jpg,52.93827,-1.194443,52.93796,-1.1949437
999001,/TrainingData/UoNDataset/Portland/1103.jpg,52.93827,-1.194443,52.9385,-1.1956748
999001,/TrainingData/UoNDataset/Portland/1104.jpg,52.93827,-1.194443,52.938396,-1.19495
999001,/TrainingData/UoNDataset/Portland/1105.jpg,52.93827,-1.194443,52.938744,-1.1948644
999001,/TrainingData/UoNDataset/Portland/1106.jpg,52.93827,-1.194443,52.938946,-1.1952896
999001,/TrainingData/UoNDataset/Portland/1107.jpg,52.93827,-1.194443,52.93883,-1.1931762
999001,/TrainingData/UoNDataset/Portland/1108.jpg,52.93827,-1.194443,52.938477,-1.1944501
999001,/TrainingData/UoNDataset/Portland/1109.jpg,52.93827,-1.194443,52.937435,-1.1932487
999001,/TrainingData/UoNDataset/Portland/1110.jpg,52.93827,-1.194443,52.937637,-1.1938298
999001,/TrainingData/UoNDataset/Portland/1111.jpg,52.93827,-1.194443,52.938778,-1.195496
999001,/TrainingData/UoNDataset/Portland/111111100.jpg,52.93827,-1.194443,52.937828,-1.1954861
999001,/TrainingData/UoNDataset/Portland/111111101.jpg,52.93827,-1.194443,52.937546,-1.1957858
999001,/TrainingData/UoNDataset/Portland/111111102.jpg,52.93827,-1.194443,52.937466,-1.1936228
999001,/TrainingData/UoNDataset/Portland/111111103.jpg,52.93827,-1.194443,52.939083,-1.1935463
999001,/TrainingData/UoNDataset/Portland/111111104.jpg,52.93827,-1.194443,52.93885,-1.1942226
999001,/TrainingData/UoNDataset/Portland/111111105.jpg,52.93827,-1.194443,52.938766,-1.1953135
999001,/TrainingData/UoNDataset/Portland/111111106.jpg,52.93827,-1.194443,52.938507,-1.1954249
999001,/TrainingData/UoNDataset/Portland/111111107.jpg,52.93827,-1.194443,52.938526,-1.1949663
