60164,http://commons.wikimedia.org/wiki/Category:Warburg_Nature_Reserve,51.585,-0.961,true
8874,http://commons.wikimedia.org/wiki/Category:Sprotbrough_Flash,53.5,-1.19,true
114187,"http://commons.wikimedia.org/wiki/Category:Custard_Factory,_Birmingham",52.4752,-1.8842,true
138041,http://commons.wikimedia.org/wiki/Category:All_Hallows_Staining,51.5116,-0.0805,true
503,"http://commons.wikimedia.org/wiki/Category:All_Saints_Church,_Billesley",52.2094,-1.7854,true
46427,"http://commons.wikimedia.org/wiki/Category:St_Martin's_Church,_Fiddington",51.16,-3.12,true
184167,"http://commons.wikimedia.org/wiki/Category:St_Cuthbert's_Church,_Doveridge",52.9,-1.83,true
18101,"http://commons.wikimedia.org/wiki/Category:Church_of_St_Clare,_Liverpool",53.391,-2.9367,true
32034,http://commons.wikimedia.org/wiki/Category:Coventry_Cathedral,52.408,-1.507,true
30062,"http://commons.wikimedia.org/wiki/Category:Holy_Trinity_church,_Berwick_upon_Tweed",55.7721,-2.00099,true
66660,http://commons.wikimedia.org/wiki/Category:Corrimony_Chambered_Cairn,57.33444,-4.68783,true
191626,http://commons.wikimedia.org/wiki/Category:Ballintubber_Abbey,53.757267,-9.282407,true
161964,"http://commons.wikimedia.org/wiki/Category:White_Cairn,_Bargrennan",55.07227,-4.581995,true
11752,http://commons.wikimedia.org/wiki/Category:Jewry_Wall,52.6349,-1.1414,true
120462,http://commons.wikimedia.org/wiki/Category:Craven_Cottage,51.475,-0.2217,true
79341,http://commons.wikimedia.org/wiki/Category:Welsh_Highland_Heritage_Railway,52.9317,-4.127,true
84834,http://commons.wikimedia.org/wiki/Category:Cairnryan_Harbour,54.9742,-5.0301,true
94764,http://commons.wikimedia.org/wiki/Category:St_Giles_Cripplegate,51.5187,-0.094,true
171695,"http://commons.wikimedia.org/wiki/Category:St_Mary's_Church,_Newchurch-in-Pendle",53.8503,-2.2705,true
34885,http://commons.wikimedia.org/wiki/Category:Stretton_Watermill,53.0716,-2.8156,true
33263,"http://commons.wikimedia.org/wiki/Category:All_Saints_church,_Nether_Cerne",50.7825,-2.47,true
165362,http://commons.wikimedia.org/wiki/Category:Caisteal_Camus,57.1102,-5.8472,true
39754,http://commons.wikimedia.org/wiki/Category:High_Wood_and_Meadow,52.19,-1.14,true
189216,http://commons.wikimedia.org/wiki/Category:Braunton_Burrows,51.0947,-4.2033,true
93719,http://commons.wikimedia.org/wiki/Category:Burry_Port_Lighthouse,51.677475,-4.251176,true
175195,http://commons.wikimedia.org/wiki/Category:Salcombe_Castle,50.2289,-3.7765,true
184890,http://commons.wikimedia.org/wiki/Category:Killantringan_Lighthouse,54.8618,-5.14692,true
194655,http://commons.wikimedia.org/wiki/Category:Ardrossan_Castle,55.6419,-4.8101,true
122785,"http://commons.wikimedia.org/wiki/Category:Church_of_St._John_the_Baptist,_East_Markham",53.2456,-0.8878,true
128666,http://commons.wikimedia.org/wiki/Category:Liverpool_Metropolitan_Cathedral,53.4047,-2.9689,true
122200,"http://commons.wikimedia.org/wiki/Category:St_Augustine's,_Ramsgate",51.33,1.41,true
185240,http://commons.wikimedia.org/wiki/Category:Welbeck_Abbey,53.2621,-1.156,true
71466,http://commons.wikimedia.org/wiki/Category:Morden_Hall_Park,51.4011,-0.1875,true
141216,http://commons.wikimedia.org/wiki/Category:Llwytmor,53.2046,-3.965,true
85643,http://commons.wikimedia.org/wiki/Category:Pipers_Vale,52.03,1.17,true
34469,http://commons.wikimedia.org/wiki/Category:Kingston_Bridge_(London),51.4111,-0.3089,true
400,http://commons.wikimedia.org/wiki/Category:Leicester_Market,52.6348,-1.1331,true
17498,http://commons.wikimedia.org/wiki/Category:Hove_Museum_and_Art_Gallery,50.8297,-0.1812,true
42043,http://commons.wikimedia.org/wiki/Category:Hewitt's_Chalk_Bank,51.346,0.124,true
168012,http://commons.wikimedia.org/wiki/Category:Dumsey_Meadow,51.3884,-0.4825,true
90253,"http://commons.wikimedia.org/wiki/Category:Central_Methodist_Church,_Eastbourne",50.7689,0.2888,true
202726,http://commons.wikimedia.org/wiki/Category:St_Nicholas_Priory,50.7219,-3.53498,true
74375,http://commons.wikimedia.org/wiki/Category:Crossraguel_Abbey,55.33848,-4.720719,true
194627,http://commons.wikimedia.org/wiki/Category:Hull_Marina,53.7397,-0.3378,true
10621,http://commons.wikimedia.org/wiki/Category:Rendlesham_Forest,52.0839,1.4328,true
112239,"http://commons.wikimedia.org/wiki/Category:St_Edmund's_Church,_Walesby",53.23,-0.975,true
171837,http://commons.wikimedia.org/wiki/Category:Barnet_Synagogue,51.64,-0.18,true
12740,"http://commons.wikimedia.org/wiki/Category:St_Lawrence_Church,_Ayot_St_Lawrence",51.838,-0.271724,true
80118,http://commons.wikimedia.org/wiki/Category:Arran_Coastal_Way,55.5728,-5.2458,true
87470,http://commons.wikimedia.org/wiki/Category:Ouse_Valley_Way,52.3152,-0.0477,true
66238,http://commons.wikimedia.org/wiki/Category:Asthall_Manor,51.8004,-1.5856,true
51452,"http://commons.wikimedia.org/wiki/Category:Holy_Trinity_Church,_Westbury-on-Trym",51.4903,-2.6294,true
151702,"http://commons.wikimedia.org/wiki/Category:St_Mary_and_St_Abraam_Coptic_Orthodox_Church,_Hove",50.8311,-0.1558,true
29055,"http://commons.wikimedia.org/wiki/Category:St_Wynwallow's_Church,_Landewednack",49.970318,-5.192963,true
62906,"http://commons.wikimedia.org/wiki/Category:Temple_Church,_Bristol",51.4521,-2.58667,true
172247,"http://commons.wikimedia.org/wiki/Category:St_Margaret's_church,_Putney",51.4591,-0.2344,true
195191,http://commons.wikimedia.org/wiki/Category:Beacons_Way,51.8743,-3.4173,true
178185,"http://commons.wikimedia.org/wiki/Category:Priest's_House,_Muchelney",51.0211,-2.8152,true
143898,http://commons.wikimedia.org/wiki/Category:Brough_of_Birsay_Lighthouse,59.13683,-3.33911,true
162019,http://commons.wikimedia.org/wiki/Category:Moel_Eilio,53.0969,-4.1595,true
81462,"http://commons.wikimedia.org/wiki/Category:All_Saints'_Church,_Holdenby",52.3021,-0.9867,true
7532,"http://commons.wikimedia.org/wiki/Category:St_Corentine's_church,_Cury",50.0462,-5.24516,true
114149,http://commons.wikimedia.org/wiki/Category:Bishops_Park,51.4706,-0.2161,true
37678,http://commons.wikimedia.org/wiki/Category:Fort_Rowner,50.806625,-1.158284,true
33285,"http://commons.wikimedia.org/wiki/Category:All_Saints_Church,_Leigh",51.6283,-1.9114,true
25255,http://commons.wikimedia.org/wiki/Category:Beckton,51.5146,0.0673,true
85771,http://commons.wikimedia.org/wiki/Category:Kyle_of_Sutherland,57.93,-4.4,true
81159,http://commons.wikimedia.org/wiki/Category:The_Valley,51.4864,0.0364,true
128700,http://commons.wikimedia.org/wiki/Category:Clayton_Square_Shopping_Centre,53.4054,-2.9808,true
123315,http://commons.wikimedia.org/wiki/Category:Angel_of_the_North,54.9141,-1.5894,true
43862,"http://commons.wikimedia.org/wiki/Category:Union_Canal,_Scotland",55.9667,-3.1333,true
135622,http://commons.wikimedia.org/wiki/Category:Eilean_Ruairidh_M%C3%B2r,57.7,-5.53,true
45148,http://commons.wikimedia.org/wiki/Category:Buttertubs_Pass,54.3602,-2.1961,true
121029,"http://commons.wikimedia.org/wiki/Category:Sacred_Heart_church,_Low_Hill",53.4104,-2.962,true
132054,http://commons.wikimedia.org/wiki/Category:Tower_Green,51.5078,-0.0761,true
170345,http://commons.wikimedia.org/wiki/Category:Bartlett_Park,51.5147,-0.0222,true
104098,http://commons.wikimedia.org/wiki/Category:Torquay_Pavilion,50.4609,-3.5267,true
110842,http://commons.wikimedia.org/wiki/Category:Loch_Erisort,58.0954,-6.509,true
202835,http://commons.wikimedia.org/wiki/Category:Beinn_Alligin,57.5908,-5.5728,true
167576,http://commons.wikimedia.org/wiki/Category:Swarkestone_Bridge,52.85288,-1.45356,true
120437,http://commons.wikimedia.org/wiki/Category:Sandgate_Castle,51.0734,1.1489,true
2523,http://commons.wikimedia.org/wiki/Category:Savoy_Hotel,51.5097,-0.12,true
112033,"http://commons.wikimedia.org/wiki/Category:Diana,_Princess_of_Wales_Memorial_Walk",51.505,-0.159,true
140797,http://commons.wikimedia.org/wiki/Category:Hen_Reedbeds,52.335,1.625,true
24573,http://commons.wikimedia.org/wiki/Category:Bury_Ditches,52.4474,-2.99111,true
165283,http://commons.wikimedia.org/wiki/Category:Bruce_Tunnel,51.3676,-1.6627,true
128889,http://commons.wikimedia.org/wiki/Category:Creoch_Loch,55.4094,-4.2181,true
138875,http://commons.wikimedia.org/wiki/Category:Walworth_Castle,54.5576,-1.649,true
59342,http://commons.wikimedia.org/wiki/Category:Suleymaniye_Mosque_(London),51.5352,-0.0768,true
133515,http://commons.wikimedia.org/wiki/Category:Southampton_Town_Walls,50.8996,-1.4068,true
71679,http://commons.wikimedia.org/wiki/Category:Boyne_Viaduct,53.7167,-6.3375,true
182143,http://commons.wikimedia.org/wiki/Category:William_Morris_Gallery,51.5913,-0.0204,true
22774,http://commons.wikimedia.org/wiki/Category:Burnby_Hall,53.9279,-0.7761,true
92093,"http://commons.wikimedia.org/wiki/Category:St_John's_Church,_Barmouth",52.7233,-4.05473,true
113324,http://commons.wikimedia.org/wiki/Category:Beecraigs_Country_Park,55.95,-3.6,true
121345,http://commons.wikimedia.org/wiki/Category:Market_Rasen_Racecourse,53.3818,-0.3105,true
144388,http://commons.wikimedia.org/wiki/Category:Fota_Wildlife_Park,51.8896,-8.3113,true
122755,http://commons.wikimedia.org/wiki/Category:Wressle_Castle,53.7755,-0.929291,true
122116,http://commons.wikimedia.org/wiki/Category:Abercorn_Church,55.996056,-3.474278,true
178734,"http://commons.wikimedia.org/wiki/Category:Church_of_St_Michael_and_All_Angels,_Gwernesney",51.7119,-2.84826,true
4279,http://commons.wikimedia.org/wiki/Category:Castle_Campbell,56.1748,-3.6748,true
